title,first_author,year,pdf_url
How can the green sulfur bacteria use quantum computing for light harvesting?,D. Drakova,2016,http://arxiv.org/pdf/1605.06149v1
Symmetry protected topological order at nonzero temperature,Sam Roberts,2016,http://arxiv.org/pdf/1611.05450v2
Why I am optimistic about the silicon-photonic route to quantum computing,Terry Rudolph,2016,http://arxiv.org/pdf/1607.08535v1
State complexity and quantum computation,Yu Cai,2015,http://arxiv.org/pdf/1503.04017v2
Ancilla-driven quantum computation for qudits and continuous variables,Timothy Proctor,2015,http://arxiv.org/pdf/1510.06462v3
Decoherence in adiabatic quantum computation,Tameem Albash,2015,http://arxiv.org/pdf/1503.08767v2
Low depth measurement-based quantum computation beyond two-level systems,Timothy J. Proctor,2015,http://arxiv.org/pdf/1510.06472v1
Device-Independent Verifiable Blind Quantum Computation,Michal Hajdušek,2015,http://arxiv.org/pdf/1502.02563v2
Towards A Theory Of Quantum Computability,Stefano Guerrini,2015,http://arxiv.org/pdf/1504.02817v1
Quantum Computation with Topological Codes: from qubit to topological fault-tolerance,Keisuke Fujii,2015,http://arxiv.org/pdf/1504.01444v1
Duality quantum computer and the efficient quantum simulations,Shi-Jie Wei,2015,http://arxiv.org/pdf/1507.03200v1
Majorana Zero Modes and Topological Quantum Computation,Sankar Das Sarma,2015,http://arxiv.org/pdf/1501.02813v2
Teleportation-Based Quantum Computation, Extended Temperley-Lieb Diagrammatical Approach and Yang--Baxter Equation,Yong Zhang,2015,http://arxiv.org/pdf/1501.07487v1
Noise tailoring for scalable quantum computation via randomized compiling,Joel J. Wallman,2015,http://arxiv.org/pdf/1512.01098v3
Quantum Differential and Linear Cryptanalysis,Marc Kaplan,2015,http://arxiv.org/pdf/1510.05836v3
Autonomous Perceptron Neural Network Inspired from Quantum computing,M. Zidan,2015,http://arxiv.org/pdf/1510.00556v2
Operator Algebras in Quantum Computation,Mathys Rennela,2015,http://arxiv.org/pdf/1510.06649v1
Time Independent Universal Computing with Spin Chains: Quantum Plinko Machine,Kevin Thompson,2015,http://arxiv.org/pdf/1511.05656v3
Fast graph operations in quantum computation,Liming Zhao,2015,http://arxiv.org/pdf/1510.03742v1
Determine Ramsey numbers on a quantum computer,Hefeng Wang,2015,http://arxiv.org/pdf/1510.01884v1
Scalable cavity quantum electrodynamics system for quantum computing,Mohammad Hasan Aram,2015,http://arxiv.org/pdf/1507.05148v1
Reliability of optical gate array for C-Sign operator,Mariano Lemus,2015,http://arxiv.org/pdf/1506.08381v1
Tree Search and Quantum Computation,Luís Tarrataca,2015,http://arxiv.org/pdf/1502.01951v1
Considerations about the randomness of bit strings originated from sequences of integer numbers according to a simple quantum computer model,R. V. Ramos,2015,http://arxiv.org/pdf/1505.00741v1
Quantum computation with noisy operations,Ying Li,2015,http://arxiv.org/pdf/1506.03552v1
Hierarchy of universal entanglement in 2D measurement-based quantum computation,Jacob Miller,2015,http://arxiv.org/pdf/1508.02695v4
Blueprint for a microwave trapped-ion quantum computer,B. Lekitsch,2015,http://arxiv.org/pdf/1508.00420v3
One-Way Quantum Computer Simulation,Eesa Nikahd,2015,http://arxiv.org/pdf/1604.05659v1
Robustness and device independence of verifiable blind quantum computing,Alexandru Gheorghiu,2015,http://arxiv.org/pdf/1502.02571v2
Solving strongly correlated electron models on a quantum computer,Dave Wecker,2015,http://arxiv.org/pdf/1506.05135v2
Hybrid quantum-classical approach to correlated materials,Bela Bauer,2015,http://arxiv.org/pdf/1510.03859v2
On A Testing and Implementation of Quantum Gate and Measurement Emulator (QGAME),A. B. Mutiara,2015,http://arxiv.org/pdf/1512.05499v1
Compressed simulation of thermal and excited states of the 1-D XY-model,Walter León Boyajian,2015,http://arxiv.org/pdf/1506.06894v1
Universal measurement-based quantum computation with spin-2 Affleck-Kennedy-Lieb-Tasaki states,Tzu-Chieh Wei,2015,http://arxiv.org/pdf/1501.07571v3
Digitized adiabatic quantum computing with a superconducting circuit,R. Barends,2015,http://arxiv.org/pdf/1511.03316v1
Quantum simulation of quantum field theory using continuous variables,Kevin Marshall,2015,http://arxiv.org/pdf/1503.08121v1
Contextuality and Wigner function negativity in qubit quantum computation,Robert Raussendorf,2015,http://arxiv.org/pdf/1511.08506v3
Quantum gates by periodic driving,Z. C. Shi,2015,http://arxiv.org/pdf/1505.04863v2
Teleportation-based Fault-tolerant Quantum Computation in Multi-qubit Large Block Codes,Todd A. Brun,2015,http://arxiv.org/pdf/1504.03913v1
An introduction to Fault-tolerant Quantum Computing,Alexandru Paler,2015,http://arxiv.org/pdf/1508.03695v1
NMR quantum information processing,Dawei Lu,2015,http://arxiv.org/pdf/1501.01353v1
Blind quantum computation with completely classical client and a trusted center,Min Liang,2015,http://arxiv.org/pdf/1508.07778v2
Symmetry-protected topologically ordered states for universal quantum computation,Hendrik Poulsen Nautrup,2015,http://arxiv.org/pdf/1509.02947v2
Bifurcation-based adiabatic quantum computation with a nonlinear oscillator network: Toward quantum soft computing,Hayato Goto,2015,http://arxiv.org/pdf/1510.02566v3
Quantum Computation with Rotational States of Nonpolar Ionic Molecules,Sang Jae Yun,2015,http://arxiv.org/pdf/1503.08584v1
The Power of Quantum Fourier Sampling,Bill Fefferman,2015,http://arxiv.org/pdf/1507.05592v1
Quantum computation with three-electron double quantum dots at an optimal operation point,Sebastian Mehl,2015,http://arxiv.org/pdf/1507.03425v1
On the Security of Two Blind Quantum Computations,Shih-Min Hung,2015,http://arxiv.org/pdf/1508.07478v1
Blind Quantum Computation without Trusted Center,Shih-Min Hung,2015,http://arxiv.org/pdf/1509.05865v1
On optimising quantum communication in verifiable quantum computing,Theodoros Kapourniotis,2015,http://arxiv.org/pdf/1506.06943v1
Universal distributed quantum computing on superconducting qutrits with dark photons,Ming Hua,2015,http://arxiv.org/pdf/1511.00090v3
Building logical qubits in a superconducting quantum computing system,Jay M. Gambetta,2015,http://arxiv.org/pdf/1510.04375v1
Full quantum theory of control-not gate in ion-trap quantum computation,Biyao Yang,2015,http://arxiv.org/pdf/1511.08797v1
Popescu-Rohrlich correlations imply efficient instantaneous nonlocal quantum computation,Anne Broadbent,2015,http://arxiv.org/pdf/1512.04930v2
Noise threshold and resource cost of fault-tolerant quantum computing with Majorana fermions in hybrid systems,Ying Li,2015,http://arxiv.org/pdf/1512.05089v2
Hamiltonian quantum computer in one dimension,Tzu-Chieh Wei,2015,http://arxiv.org/pdf/1512.06775v1
The power of one qumode for quantum computation,Nana Liu,2015,http://arxiv.org/pdf/1510.04758v2
Automata and Quantum Computing,Andris Ambainis,2015,http://arxiv.org/pdf/1507.01988v2
Repeat-until-success cubic phase gate for universal continuous-variable quantum computation,Kevin Marshall,2014,http://arxiv.org/pdf/1412.0336v1
Scheme for measurement-based quantum computation on projected entangled-pair states,Mear M. R. Koochakie,2014,http://arxiv.org/pdf/1401.6265v1
Coalgebraic Quantum Computation,Frank Roumen,2014,http://arxiv.org/pdf/1408.0050v1
From three-photon GHZ states to ballistic universal quantum computation,Mercedes Gimeno-Segovia,2014,http://arxiv.org/pdf/1410.3720v3
Adiabatic topological quantum computing,Chris Cesare,2014,http://arxiv.org/pdf/1406.2690v1
Acausal measurement-based quantum computing,Tomoyuki Morimae,2014,http://arxiv.org/pdf/1404.3042v2
Wigner function negativity and contextuality in quantum computation on rebits,Nicolas Delfosse,2014,http://arxiv.org/pdf/1409.5170v2
Transitions in the quantum computational power,Tzu-Chieh Wei,2014,http://arxiv.org/pdf/1402.4390v2
Quantum Cybernetics and Complex Quantum Systems Science - A Quantum Connectionist Exploration,Carlos Pedro Gonçalves,2014,http://arxiv.org/pdf/1402.1141v1
A simple scheme for universal linear optics quantum computing with constant experimental complexity using fiber-loops,Peter P. Rohde,2014,http://arxiv.org/pdf/1410.0433v1
Using Simulated Annealing to Factor Numbers,Eric Lewin Altschuler,2014,http://arxiv.org/pdf/1402.1201v2
Superradiance as a Source of Collective Decoherence in Quantum Computers,Deniz D. Yavuz,2014,http://arxiv.org/pdf/1407.0411v1
"How to test the ""quantumness"" of a quantum computer?,Alexandre M. Zagoskin,2014,http://arxiv.org/pdf/1401.2870v1"
The Effective Solving of the Tasks from NP by a Quantum Computer,Sergey Sysoev,2014,http://arxiv.org/pdf/1401.6030v2
Quantum Oracles in Constant Depth with Measurement-Based Quantum Computation,Benoît Valiron,2014,http://arxiv.org/pdf/1406.4361v1
Universal Quantum Computation with Metaplectic Anyons,Shawn X. Cui,2014,http://arxiv.org/pdf/1405.7778v3
Open Quantum Walks on Graphs,S. Attal,2014,http://arxiv.org/pdf/1401.3305v1
Boson-sampling with photons of arbitrary spectral structure,Peter P. Rohde,2014,http://arxiv.org/pdf/1410.3979v1
Gate-teleportation-based blind quantum computation,Mear M. R. Koochakie,2014,http://arxiv.org/pdf/1411.6292v2
Theorem on the existence of a nonzero energy gap in adiabatic quantum computation,Da-Jian Zhang,2014,http://arxiv.org/pdf/1410.3562v1
Enhanced fault-tolerant quantum computing in $d$-level systems,Earl T. Campbell,2014,http://arxiv.org/pdf/1406.3055v2
Hybrid spin and valley quantum computing with singlet-triplet qubits,Niklas Rohling,2014,http://arxiv.org/pdf/1403.7210v2
Minimal ancilla mediated quantum computation,Timothy J. Proctor,2014,http://arxiv.org/pdf/1404.2527v3
Detecting arbitrary quantum errors via stabilizer measurements on a sublattice of the surface code,A. D. Córcoles,2014,http://arxiv.org/pdf/1410.6419v1
Classical leakage resilience from fault-tolerant quantum computation,Felipe G. Lacerda,2014,http://arxiv.org/pdf/1404.7516v1
Universal quantum computation in integrable systems,Seth Lloyd,2014,http://arxiv.org/pdf/1407.6634v3
Contextuality supplies the magic for quantum computation,Mark Howard,2014,http://arxiv.org/pdf/1401.4174v2
More period finding with adiabatic quantum computation,Richard H. Warren,2014,http://arxiv.org/pdf/1408.1968v1
The Essence of Quantum Theory for Computers,W. C. Parke,2014,http://arxiv.org/pdf/1409.2790v1
Dominant Strategies in Two Qubit Quantum Computations,Faisal Shah Khan,2014,http://arxiv.org/pdf/1410.0940v2
Quantum computing for pattern classification,Maria Schuld,2014,http://arxiv.org/pdf/1412.3646v1
Experimental Realization of Universal Geometric Quantum Gates with Solid-State Spins,C. Zu,2014,http://arxiv.org/pdf/1411.3157v1
Prospects for quantum computing: extremely doubtful,M. I. Dyakonov,2014,http://arxiv.org/pdf/1401.3629v1
Fast non-Abelian geometric gates via transitionless quantum driving,J. Zhang,2014,http://arxiv.org/pdf/1412.2848v2
Verified Delegated Quantum Computing with One Pure Qubit,Theodoros Kapourniotis,2014,http://arxiv.org/pdf/1403.1438v2
Highly-mixed measurement-based quantum computing and the one clean qubit model,Tomoyuki Morimae,2014,http://arxiv.org/pdf/1403.1658v1
On The Power Of Coherently Controlled Quantum Adiabatic Evolutions,Maria Kieferova,2014,http://arxiv.org/pdf/1403.6545v1
Classical Control of Large-Scale Quantum Computers,Simon J. Devitt,2014,http://arxiv.org/pdf/1405.4943v1
Focus on topological quantum computation,Jiannis K. Pachos,2014,http://arxiv.org/pdf/1406.2887v2
Analyzing many-body localization with a quantum computer,Bela Bauer,2014,http://arxiv.org/pdf/1407.1840v2
Exploiting locality in quantum computation for quantum chemistry,Jarrod R. McClean,2014,http://arxiv.org/pdf/1407.7863v1
Impossibility of Classically Simulating One-Clean-Qubit Computation,Keisuke Fujii,2014,http://arxiv.org/pdf/1409.6777v2
Hybrid paramagnetic-ferromagnetic quantum computer design based on electron spin arrays and a ferromagnetic nanostripe,Jérôme Tribollet,2014,http://arxiv.org/pdf/1401.0878v1
Topos logic in measurement-based quantum computation,Leon Loveridge,2014,http://arxiv.org/pdf/1408.0745v3
Why now is the right time to study quantum computing,Aram W. Harrow,2014,http://arxiv.org/pdf/1501.00011v1
Decoding Stock Market Behavior with the Topological Quantum Computer,Ovidiu Racorean,2014,http://arxiv.org/pdf/1406.3531v1
Realization of a holonomic quantum computer in a chain of three-level systems,Zeynep Nilhan Gürkan,2014,http://arxiv.org/pdf/1404.2102v2
Universal Single-Server Blind Quantum Computation for Classical Clients,Hai-Ru Xu,2014,http://arxiv.org/pdf/1410.7054v4
Superconducting Quantum Computing Without Entanglement?,Alan M. Kadin,2014,http://arxiv.org/pdf/1408.5410v1
Impossibility of perfectly-secure one-round delegated quantum computing for classical client,Tomoyuki Morimae,2014,http://arxiv.org/pdf/1407.1636v3
A minimum control ancilla driven quantum computation scheme with repeat-until-success style gate generation,Kerem Halil-Shah,2014,http://arxiv.org/pdf/1401.8004v1
Using Quantum Computers to Learn Physics,Nathan Wiebe,2014,http://arxiv.org/pdf/1401.4507v1
Efficiency of open quantum walk implementation of dissipative quantum computing algorithms,I. Sinayskiy,2014,http://arxiv.org/pdf/1401.6658v1
An introduction to boson-sampling,Bryan T. Gard,2014,http://arxiv.org/pdf/1406.6767v1
A Space-Efficient Design for Reversible Floating Point Adder in Quantum Computing,Trung Duc Nguyen,2013,http://arxiv.org/pdf/1306.3760v1
Optimal Blind Quantum Computation,Atul Mantri,2013,http://arxiv.org/pdf/1306.3677v1
The universe as quantum computer,Seth Lloyd,2013,http://arxiv.org/pdf/1312.4455v1
Testing honesty of quantum server,Tomoyuki Morimae,2013,http://arxiv.org/pdf/1310.1271v2
Elementary Particles as Gates for Universal Quantum Computation,Deepak Vaid,2013,http://arxiv.org/pdf/1307.0096v1
Secure multiparty quantum computation based on bit commitment,Min Liang,2013,http://arxiv.org/pdf/1306.0447v2
Mini-maximizing two qubit quantum computations,Faisal Shah Khan,2013,http://arxiv.org/pdf/1304.0748v2
Conceptual aspects of geometric quantum computation,Erik Sjöqvist,2013,http://arxiv.org/pdf/1311.7470v3
Hybrid architecture for encoded measurement-based quantum computation,M. Zwerger,2013,http://arxiv.org/pdf/1308.4561v1
Geometrical perspective on quantum states and quantum computation,Zeqian Chen,2013,http://arxiv.org/pdf/1311.4939v1
Experimental verification of quantum computations,Stefanie Barz,2013,http://arxiv.org/pdf/1309.0005v1
Composable security of measuring-Alice blind quantum computation,Tomoyuki Morimae,2013,http://arxiv.org/pdf/1306.2113v1
Secure entanglement distillation for double-server blind quantum computation,Tomoyuki Morimae,2013,http://arxiv.org/pdf/1302.3786v2
Experimental Realization of Nonadiabatic Holonomic Quantum Computation,Guanru Feng,2013,http://arxiv.org/pdf/1302.0384v4
Logic Synthesis for Fault-Tolerant Quantum Computers,N. Cody Jones,2013,http://arxiv.org/pdf/1310.7290v1
An analysis of the trade-off between spatial and temporal resources for measurement-based quantum computation,Jisho Miyazaki,2013,http://arxiv.org/pdf/1310.4043v3
Stability of topologically-protected quantum computing proposals as seen through spin glasses,Helmut G. Katzgraber,2013,http://arxiv.org/pdf/1306.0540v3
Commuting Local Hamiltonians on Expanders, Locally Testable Quantum codes, and the qPCP conjecture,Dorit Aharonov,2013,http://arxiv.org/pdf/1301.3407v1
Quantum Computing: a Quantum Group Approach,Zhenghan Wang,2013,http://arxiv.org/pdf/1301.4612v1
Composable security of delegated quantum computation,Vedran Dunjko,2013,http://arxiv.org/pdf/1301.3662v3
Knot Logic and Topological Quantum Computing with Majorana Fermions,Louis H. Kauffman,2013,http://arxiv.org/pdf/1301.6214v1
Q#, a quantum computation package for the .NET platform,A. S. Tolba,2013,http://arxiv.org/pdf/1302.5133v1
Universal quantum computation by the unitary control of ancilla qubits and using a fixed ancilla-register interaction,Timothy J. Proctor,2013,http://arxiv.org/pdf/1307.6095v3
The computational power of matchgates and the XY interaction on arbitrary graphs,Daniel J. Brod,2013,http://arxiv.org/pdf/1308.1463v1
Higher-order semantics for quantum programming languages with classical control,Philip Atzemoglou,2013,http://arxiv.org/pdf/1311.6563v1
"Comment on ""Towards universal quantum computation through relativistic motion"",Rafael N. Alexander,2013,http://arxiv.org/pdf/1312.6188v1"
Quantum Computation with Magnetic Clusters,Daniel D. Dorroh,2013,http://arxiv.org/pdf/1305.4205v1
Efficient universal blind computation,Vittorio Giovannetti,2013,http://arxiv.org/pdf/1306.2724v1
Measures of quantum computing speedup,Anargyros Papageorgiou,2013,http://arxiv.org/pdf/1307.7488v1
Diamond as a solid state quantum computer with a linear chain of nuclear spins system,G. V. López,2013,http://arxiv.org/pdf/1310.0750v1
Tripartite Blind Quantum Computation,Min Liang,2013,http://arxiv.org/pdf/1311.6304v1
Fault tolerance for holonomic quantum computation,Ognyan Oreshkov,2013,http://arxiv.org/pdf/1312.0165v1
Gate count estimates for performing quantum chemistry on small quantum computers,Dave Wecker,2013,http://arxiv.org/pdf/1312.1695v3
Error suppression and error correction in adiabatic quantum computation I: techniques and challenges,Kevin C. Young,2013,http://arxiv.org/pdf/1307.5893v3
Minimum heat dissipation in measurement-based quantum computation,Tomoyuki Morimae,2013,http://arxiv.org/pdf/1306.6147v2
Quantum dissonance provide power to deterministic quantum computation with single qubit,Mazhar Ali,2013,http://arxiv.org/pdf/1312.1572v1
Applying quantitative semantics to higher-order quantum computing,Michele Pagani,2013,http://arxiv.org/pdf/1311.2290v1
Hybrid valence-bond states for universal quantum computation,Tzu-Chieh Wei,2013,http://arxiv.org/pdf/1310.5100v2
Quantum Computing's Classical Problem, Classical Computing's Quantum Problem,Rodney Van Meter,2013,http://arxiv.org/pdf/1310.2040v1
Adiabatic graph-state quantum computation,Bobby Antonio,2013,http://arxiv.org/pdf/1309.1443v4
Hyper-parallel photonic quantum computation with coupled quantum dots,Bao-Cang Ren,2013,http://arxiv.org/pdf/1309.0169v3
Measurement-based quantum computation with trapped ions,B. P. Lanyon,2013,http://arxiv.org/pdf/1308.5102v1
Entangling Power in the Deterministic Quantum Computation with One Qubit,Chang-shui Yu,2013,http://arxiv.org/pdf/1307.1196v1
Spin-free quantum computational simulations and symmetry adapted states,James Daniel Whitfield,2013,http://arxiv.org/pdf/1306.1147v1
Solving systems of linear equations on a quantum computer,Stefanie Barz,2013,http://arxiv.org/pdf/1302.1210v1
Categorical models of computation: partially traced categories and presheaf models of quantum computation,Octavio Malherbe,2013,http://arxiv.org/pdf/1301.5087v1
Presheaf models of quantum computation: an outline,Octavio Malherbe,2013,http://arxiv.org/pdf/1302.5652v1
Geometry of Quantum Computation with Qutrits,Bin Li,2013,http://arxiv.org/pdf/1309.3357v1
Feedback-controlled adiabatic quantum computation,R. D. Wilson,2013,http://arxiv.org/pdf/1301.0459v1
Validity of rotating wave approximation in non-adiabatic holonomic quantum computation,Jakob Spiegelberg,2013,http://arxiv.org/pdf/1307.1536v2
Distillation protocols for Fourier states in quantum computing,Cody Jones,2013,http://arxiv.org/pdf/1303.3066v1
Ancilla Driven Quantum Computation with arbitrary entangling strength,Kerem Halil Shah,2013,http://arxiv.org/pdf/1303.2066v1
Quantum Gravity on a Quantum Computer?,Achim Kempf,2013,http://arxiv.org/pdf/1302.3680v2
Pretending to factor large numbers on a quantum computer,John A. Smolin,2013,http://arxiv.org/pdf/1301.7007v1
How Fast Can Quantum Annealers Count?,Itay Hen,2013,http://arxiv.org/pdf/1301.4956v2
Compact Gaussian quantum computation by multi-pixel homodyne detection,Giulia Ferrini,2013,http://arxiv.org/pdf/1303.5355v2
On the post-quantum security of encrypted key exchange protocols,Li Yang,2013,http://arxiv.org/pdf/1305.5640v3
Quantum computational algorithm for hidden symmetry subgroup problems on semi-direct product of cyclic groups,Jeong San Kim,2013,http://arxiv.org/pdf/1307.1183v1
Measurement-Based Quantum Computation on Two-Body Interacting Qubits with Adiabatic Evolution,Thi Ha Kyaw,2013,http://arxiv.org/pdf/1307.5140v3
Space-Time Topology in Teleportation-Based Quantum Computation,Yong Zhang,2013,http://arxiv.org/pdf/1309.0955v2
A family of [[6k, 2k, 2]] codes for practical, scalable adiabatic quantum computation,Anand Ganti,2013,http://arxiv.org/pdf/1309.1674v3
A cold-atoms based processor for deterministic quantum computation with one qubit in intractably large Hilbert spaces,Chris Mansell,2013,http://arxiv.org/pdf/1309.7920v1
Optimal complexity correction of correlated errors in the surface code,Austin G. Fowler,2013,http://arxiv.org/pdf/1310.0863v1
Critique of Fault-Tolerant Quantum Information Processing,Robert Alicki,2013,http://arxiv.org/pdf/1310.8457v1
An Introduction to Quantum Programming in Quipper,Alexander S. Green,2013,http://arxiv.org/pdf/1304.5485v1
Quantum algorithms for problems in number theory, algebraic geometry, and group theory,Wim van Dam,2012,http://arxiv.org/pdf/1206.6126v1
Systematic distillation of composite Fibonacci anyons using one mobile quasiparticle,Ben W. Reichardt,2012,http://arxiv.org/pdf/1206.0330v1
Universal computation by multi-particle quantum walk,Andrew M. Childs,2012,http://arxiv.org/pdf/1205.3782v2
Non-Adiabatic Holonomic Quantum Computation in Decoherence-Free Subspaces,G. F. Xu,2012,http://arxiv.org/pdf/1210.6782v1
Quantum computing approach to non-relativistic and relativistic molecular energy calculations,Libor Veis,2012,http://arxiv.org/pdf/1203.6204v1
Surface codes: Towards practical large-scale quantum computation,Austin G. Fowler,2012,http://arxiv.org/pdf/1208.0928v2
The Power of Noisy Fermionic Quantum Computation,Fernando de Melo,2012,http://arxiv.org/pdf/1208.5334v3
An Introduction to Quantum Computing using Cavity QED concepts,Zachary Burell,2012,http://arxiv.org/pdf/1210.6512v1
Measurement-based quantum computation cannot avoid byproducts,Tomoyuki Morimae,2012,http://arxiv.org/pdf/1208.5714v1
Quantum Computation and Quantum Information,Yazhen Wang,2012,http://arxiv.org/pdf/1210.0736v1
Continuous-variable blind quantum computation,Tomoyuki Morimae,2012,http://arxiv.org/pdf/1208.0442v2
High Fidelity Adiabatic Quantum Computation via Dynamical Decoupling,Gregory Quiroz,2012,http://arxiv.org/pdf/1205.2725v1
Ancilla-Driven Universal Blind Quantum Computation,Takahiro Sueki,2012,http://arxiv.org/pdf/1210.7450v2
Prospects for Spin-Based Quantum Computing,Christoph Kloeffel,2012,http://arxiv.org/pdf/1204.5917v1
A distributed architecture for scalable quantum computation with realistically noisy devices,Keisuke Fujii,2012,http://arxiv.org/pdf/1202.6588v1
The Computing Spacetime,Fotini Markopoulou,2012,http://arxiv.org/pdf/1201.3398v1
Quantum computation with two-dimensional graphene quantum dots,Jason Lee,2012,http://arxiv.org/pdf/1202.5227v1
A graphical approach to measurement-based quantum computing,Ross Duncan,2012,http://arxiv.org/pdf/1203.6242v1
Spin Glass: A Bridge between quantum computation and statistical mechanics,Masayuki Ohzeki,2012,http://arxiv.org/pdf/1204.2865v3
Sufficient condition on noise correlations for scalable quantum computing,John Preskill,2012,http://arxiv.org/pdf/1207.6131v2
Towards All Optical, Universal Quantum Computation using Trapped Electron Spins and Cavity Polariton Resonance,Shruti Puri,2012,http://arxiv.org/pdf/1208.2252v1
Nonlinear Optics Quantum Computing with Circuit-QED,Prabin Adhikari,2012,http://arxiv.org/pdf/1208.2960v2
Blind quantum computation protocol in which Alice only makes measurements,Tomoyuki Morimae,2012,http://arxiv.org/pdf/1201.3966v2
Proof of finite surface code threshold for matching,Austin G. Fowler,2012,http://arxiv.org/pdf/1206.0800v2
Geometries for universal quantum computation with matchgates,Daniel J. Brod,2012,http://arxiv.org/pdf/1207.2126v2
Unification and limitations of error suppression techniques for adiabatic quantum computing,Kevin C. Young,2012,http://arxiv.org/pdf/1208.6371v2
Simulating the Transverse Ising Model on a Quantum Computer: Error Correction with the Surface Code,Hao You,2012,http://arxiv.org/pdf/1210.0113v2
The robustness of magic state distillation against errors in Clifford gates,Tomas Jochym-O'Connor,2012,http://arxiv.org/pdf/1205.6715v1
Time-optimal quantum computation,Austin G. Fowler,2012,http://arxiv.org/pdf/1210.4626v3
Quantum computation by local measurement,Robert Raussendorf,2012,http://arxiv.org/pdf/1208.0041v1
The Measurement Based Quantum Computing Search Algorithm is Faster than Grover's Algorithm,A. Matthew Smith,2012,http://arxiv.org/pdf/1211.3405v3
Back to the Future: A roadmap for quantum simulation from vintage quantum chemistry,Peter J. Love,2012,http://arxiv.org/pdf/1208.5524v1
Quantum computation with surface-state electrons by rapid population passages,X. Shi,2012,http://arxiv.org/pdf/1209.3407v1
Programming a Topological Quantum Computer,Simon J. Devitt,2012,http://arxiv.org/pdf/1209.1441v1
Diabatic quantum gates,P. J. Salas Peralta,2012,http://arxiv.org/pdf/1210.3206v1
Revisiting the hopes for scalable quantum computation,M. I. Dyakonov,2012,http://arxiv.org/pdf/1210.1782v2
Hypercomputation: Towards an extension of the classical notion of Computability?,Gentian Kasa,2012,http://arxiv.org/pdf/1210.7171v1
State of the art and prospects for quantum computing,M. I. Dyakonov,2012,http://arxiv.org/pdf/1212.3562v1
Nature as quantum computer,David Ritz Finkelstein,2012,http://arxiv.org/pdf/1201.1599v1
Composite Cluster States and Alternative Architectures for One- Way Quantum Computation,Darran F. Milne,2012,http://arxiv.org/pdf/1202.1143v1
Quantum Speedup by Quantum Annealing,Daniel Nagaj,2012,http://arxiv.org/pdf/1202.6257v1
Quantum computation from a de Broglie-Bohm perspective,Philipp Roser,2012,http://arxiv.org/pdf/1205.2563v1
Singlet state creation and Universal quantum computation in NMR using Genetic Algorithm,V. S. Manu,2012,http://arxiv.org/pdf/1205.4294v1
Controlled-NOT gate operating with single photons,M. A. Pooley,2012,http://arxiv.org/pdf/1205.4899v1
Gaussian quantum computation with oracle-decision problems,Mark Adcock,2012,http://arxiv.org/pdf/1206.1035v1
Experimental implementation of encoded logical qubit operations in a perfect quantum error correcting code,Jingfu Zhang,2012,http://arxiv.org/pdf/1208.4797v1
Entanglement in systems of oscillators and quantum computations,Yuri I. Ozhigov,2012,http://arxiv.org/pdf/1209.0747v1
Quantum memories and error correction,James R. Wootton,2012,http://arxiv.org/pdf/1210.3207v1
Compact quantum circuits from one-way quantum computation,Raphael Dias da Silva,2012,http://arxiv.org/pdf/1209.5079v1
The quantum dynamics of two coupled large spins,V. E. Zobov,2012,http://arxiv.org/pdf/1211.4926v1
Measurement-Only Topological Quantum Computation via Tunable Interactions,Parsa Bonderson,2012,http://arxiv.org/pdf/1210.7929v3
Verification for measurement-only blind quantum computing,Tomoyuki Morimae,2012,http://arxiv.org/pdf/1208.1495v2
Preparing topological PEPS on a quantum computer,Martin Schwarz,2012,http://arxiv.org/pdf/1211.4050v1
Fault-tolerant quantum computation with asymmetric Bacon-Shor codes,Peter Brooks,2012,http://arxiv.org/pdf/1211.1400v2
Functional Quantum Computing: An Optical Approach,Timothy Rambo,2012,http://arxiv.org/pdf/1211.1257v2
Demonstration of active feedforward one-way quantum computing with photon-matter hyperentanglement,Xiao-Fan Xu,2012,http://arxiv.org/pdf/1212.1817v1
Noise-assisted quantum transport and computation,Diego de Falco,2012,http://arxiv.org/pdf/1212.2565v1
Generalized Yang-Baxter Equations and Braiding Quantum Gates,Rebecca Chen,2011,http://arxiv.org/pdf/1108.5215v1
Electron temperature in electrically isolated Si double quantum dots,A. Rossi,2011,http://arxiv.org/pdf/1112.3190v2
Nonlocality as a Benchmark for Universal Quantum Computation in Ising Anyon Topological Quantum Computers,Mark Howard,2011,http://arxiv.org/pdf/1112.1516v1
Generation of topologically useful entangled states,Neil B. Lovett,2011,http://arxiv.org/pdf/1101.1220v1
BF-theory in graphene: a route toward topological quantum computing?,Annalisa Marzuoli,2011,http://arxiv.org/pdf/1111.1593v2
A multiprecision matrix calculation library and its extension library for a matrix-product-state simulation of quantum computing,Akira SaiToh,2011,http://arxiv.org/pdf/1111.3124v1
Quantum Factorization of 143 on a Dipolar-Coupling NMR system,Nanyang Xu,2011,http://arxiv.org/pdf/1111.3726v1
Efficient quantum computing with weak measurements,A. P. Lund,2011,http://arxiv.org/pdf/1101.4510v1
Constraints on measurement-based quantum computation in effective cluster states,D. Klagges,2011,http://arxiv.org/pdf/1111.5945v1
Probabilistic and quantum finite automata with postselection,Abuzer Yakaryilmaz,2011,http://arxiv.org/pdf/1102.0666v1
Compressed quantum simulation of the Ising model,B. Kraus,2011,http://arxiv.org/pdf/1109.2455v1
Optical Quantum Computation,T. C. Ralph,2011,http://arxiv.org/pdf/1103.6071v1
